"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"AARON.EKBLAD","2007-2017","FLA","D",227,625.51,12,16,28,16,2.69,1.53,28.18,2.7,992,114,878,89.69,1.26,62,10,52,86.11,-3.12,68.26,9.13,59.13,88.2,0.74,4,0,-4,271,25.99,10.52,1.01,8.82,98.18,93.4,51.73,43.26,85.59,37.08,11.62
"AARON.JOHNSON","2007-2017","NYI/CHI/CGY/EDM/CBJ/BOS","D",175,153.29,1,3,4,2,1.57,0.78,3.79,1.48,194,31,163,86.22,-2.6,12,0,12,100,12.61,11.13,2.02,9.11,84.64,-5.04,3,2,-1,40,15.66,1.05,0.41,5.88,112.5,86.36,13.65,37.76,86.18,34.08,12.28
"AARON.ROME","2007-2017","CBJ/VAN/DAL","D",225,94.39,1,3,4,3,2.54,1.91,4.03,2.56,122,15,107,89.05,-0.28,10,1,9,90.91,-3.5,8.32,0.66,7.66,92.65,2.48,3,2,-1,33,20.98,1.2,0.76,5.26,99.23,85.14,7.55,34.93,86.99,34.65,13.19
"AARON.VOROS","2007-2017","MIN/NYR/ANA","L",160,153.84,4,1,5,5,1.95,1.95,5.08,1.98,253,37,216,87.24,-1.13,13,5,8,72.22,-15.16,17.14,2.42,14.72,87.63,-1.98,5,1,-4,41,15.99,5.35,2.09,15.38,91.42,90.32,15.97,42.27,88.45,36.07,12.65
"AARON.WARD","2007-2017","BOS/CAR/ANA","D",163,74.08,0,2,2,0,1.62,0,1.79,1.45,84,17,67,83.17,-5.24,4,1,3,80,-13.02,5.09,1.06,4.03,82.76,-8.16,1,0,-1,15,12.15,0.9,0.73,0,99.8,87.04,7.33,37.46,87.04,35.19,14.17
"ADAM.BURISH","2007-2017","CHI/DAL/S.J","R",367,71.76,1,2,3,2,2.51,1.67,2.14,1.79,84,16,68,84,-3.73,7,0,7,100,11.07,5.11,0.58,4.53,89.81,1.46,1,0,-1,6,5.02,0.81,0.68,33.33,116.67,84.42,3.17,33.83,83.78,34.84,12.73
"ADAM.CLENDENING","2007-2017","CHI/VAN/PIT/EDM/NYR","D",81,111.4,2,3,5,3,2.69,1.62,3.88,2.09,144,22,122,86.75,-3.02,7,1,6,87.5,-6.79,10.17,1.59,8.58,86.48,-1.37,1,0,-1,27,14.54,0.82,0.44,25,102.08,85.71,27.96,39.53,85.88,36.99,11.91
"ADAM.FOOTE","2007-2017","CBJ/COL","D",231,63.59,0,1,1,0,0.94,0,0.82,0.77,67,13,54,83.75,-4.94,2,1,1,66.67,-23.75,3.24,0.53,2.71,85.94,-4.88,0,0,0,12,11.32,0.21,0.2,0,96.06,80,4.36,32.13,86.29,33.5,13.56
"ADAM.HENRIQUE","2007-2017","N.J","C",431,925.96,27,34,61,46,3.95,2.98,50.4,3.27,1238,203,1035,85.91,-1.45,91,18,73,83.49,-2.66,86.51,17.5,69.01,83.17,-3.05,7,5,-2,187,12.12,20.57,1.33,23.08,101.36,90.83,42.96,43.29,84.58,37.06,12.02
"ADAM.LARSSON","2007-2017","N.J/EDM","D",353,168.41,0,4,4,3,1.43,1.07,3.59,1.28,199,42,157,82.57,-6.35,9,3,6,75,-12.38,12.56,3.17,9.39,79.85,-7.7,1,0,-1,36,12.83,0.82,0.29,0,98.11,88.57,9.5,48.36,85.61,36.87,12.03
"ADAM.LOWRY","2007-2017","WPG","L",236,198.5,5,6,11,7,3.32,2.12,8.68,2.62,315,51,264,86.07,-2.18,21,1,20,95.45,5.89,22.39,2.96,19.43,88.32,0.23,5,0,-5,45,13.6,7.01,2.12,19.23,109.07,89.71,16,44.32,85.63,36.44,11.58
"ADAM.PARDY","2007-2017","CGY/DAL/BUF/WPG/EDM/NSH","D",340,53.46,0,1,1,1,1.12,1.12,1.09,1.22,61,12,49,83.56,-4.39,1,1,0,50,-38.35,4.27,0.61,3.66,87.5,-1.44,1,0,-1,15,16.84,0.5,0.56,0,92.11,80,2.87,34.46,85.3,33.57,11.9
"ADRIAN.AUCOIN","2007-2017","CGY/ARI/CBJ","D",413,1015.35,10,35,45,24,2.66,1.42,38.01,2.25,1485,208,1277,87.71,0.45,95,19,76,83.33,-5.01,99.84,11.13,88.71,89.97,1.76,11,1,-10,307,18.14,11.33,0.67,7.41,98.76,93.56,39.99,48.21,86.13,37.37,12.21
"ALAN.QUINE","2007-2017","NYI","C",63,70.68,2,1,3,2,2.55,1.7,2.71,2.3,91,21,70,81.25,-8.03,3,1,2,75,-16.67,6.83,1.38,5.45,83.19,-8.46,0,0,0,10,8.49,1.57,1.33,28.57,98.69,76.74,25.91,32.64,88.7,34.86,12
"ALEC.MARTINEZ","2007-2017","L.A","D",419,787.87,15,40,55,38,4.19,2.89,49.77,3.79,1369,146,1223,90.36,-0.69,83,3,80,96.51,4.54,81.07,8.49,72.58,90.52,-0.43,5,2,-3,401,30.54,14.42,1.1,8.88,108.95,91.18,36.13,38.44,89.19,35.77,11.81
"ALEKSANDER.BARKOV","2007-2017","FLA","C",252,655.59,16,24,40,28,3.66,2.56,33.89,3.1,1030,121,909,89.49,2.29,64,7,57,90.14,7.53,73.25,9.97,63.28,88.02,1.82,5,1,-4,157,14.37,15.47,1.42,16,102.38,93.64,47.73,45.41,88.14,37.96,11.43
"ALES.HEMSKY","2007-2017","EDM/OTT/DAL","R",563,1514.18,27,94,121,73,4.79,2.89,92.36,3.66,2112,310,1802,87.2,0.19,160,29,131,84.66,-3.63,138.62,22.02,116.6,86.29,-0.29,14,6,-8,352,13.95,23.46,0.93,13.92,100.76,92.58,46.5,45.55,84.81,37.12,11.9
"ALES.KOTALIK","2007-2017","BUF/EDM/NYR/CGY","R",245,701.1,22,33,55,32,4.71,2.74,46.4,3.97,1082,132,950,89.13,1.98,84,7,77,92.31,2.11,79.04,8.82,70.22,89.96,-0.31,13,3,-10,302,25.85,15.52,1.33,14.1,106.19,93.69,43.9,45.05,85.94,36.35,12.28
"ALEX.BURMISTROV","2007-2017","ATL/WPG/ARI","C",324,285.02,5,4,9,6,1.89,1.26,8.29,1.75,378,57,321,86.9,-1.19,23,4,19,85.19,-3.37,22.95,3.42,19.53,87.03,-0.61,2,3,1,52,10.95,3.43,0.72,18.52,99.49,89.42,17.08,41.25,86.03,36.18,12.54
"ALEX.BURROWS","2007-2017","VAN/OTT","L",716,1003.4,18,22,40,33,2.39,1.97,36.68,2.19,1614,201,1413,88.93,-0.14,87,6,81,93.55,1.86,104.59,12.07,92.52,89.65,-0.64,33,17,-16,238,14.23,28.74,1.72,12.24,106.34,93.93,24.3,47.17,87.98,37.21,11.51
"ALEX.CHIASSON","2007-2017","DAL/OTT/CGY","R",319,553.68,12,13,25,19,2.71,2.06,23.79,2.58,999,116,883,89.6,2.22,56,2,54,96.55,5.85,72.85,9.18,63.67,88.81,2.05,9,3,-6,146,15.82,21.15,2.29,11.88,107.63,96.25,31.75,50.84,86.18,37.42,11.38
"ALEX.EDLER","2007-2017","VAN","D",665,2066.25,38,94,132,82,3.83,2.38,116.78,3.39,3606,416,3190,89.66,0.97,241,21,220,91.98,-0.25,240.9,27.79,213.11,89.66,-1.68,18,6,-12,947,27.5,31.47,0.91,9.36,105.83,94.31,53.78,49.74,87.89,37.9,11.66
"ALEXEI.EMELIN","2007-2017","MTL","D",378,83.01,1,2,3,2,2.17,1.45,2.55,1.84,82,26,56,75.93,-10.73,4,4,0,50,-39.13,4.06,1.91,2.15,68.01,-18.58,1,0,-1,20,14.46,0.46,0.33,11.11,88.59,80.95,4.08,35.76,83.33,33.72,12.14
"ALEXEI.PONIKAROVSKY","2007-2017","TOR/PIT/L.A/CAR/N.J/WPG","L",405,683.83,16,24,40,25,3.51,2.19,33.81,2.97,1166,136,1030,89.55,1.71,75,8,67,90.36,5.82,76.31,7.87,68.44,90.65,2.33,3,4,1,172,15.09,19.4,1.7,17.02,103.5,92.32,27.86,45.6,86.13,35.62,12.88
"ALEXEI.ZHITNIK","2007-2017","ATL","D",63,58.5,0,1,1,0,1.03,0,0.9,0.92,67,13,54,83.75,-1.02,2,1,1,66.67,-21.97,4.07,0.77,3.3,84.09,-2.93,1,0,-1,10,10.26,0.62,0.64,0,95.13,77.78,15.27,50.15,82.52,37.72,12.79
"ALEX.FROLOV","2007-2017","L.A/NYR","L",272,776.47,20,31,51,31,3.94,2.4,42.79,3.31,1227,174,1053,87.58,-2.13,82,5,77,94.25,2.71,77.65,10.55,67.1,88.04,-3.21,6,8,2,217,16.77,16.85,1.3,17.09,108.22,92.59,42.75,41.3,86.77,36.47,12.64
"ALEX.GALCHENYUK","2007-2017","MTL","C",335,696.7,21,31,52,38,4.48,3.27,44.13,3.8,1099,167,932,86.81,0.66,77,8,69,90.59,4.22,76.76,11.15,65.61,87.32,0.68,7,4,-3,232,19.98,19.21,1.65,16.8,106.17,95.1,38.82,49.42,86.33,37.82,11.65
"ALEX.GIROUX","2007-2017","WSH/EDM/CBJ","L",38,67.09,0,0,0,0,0,0,0.62,0.55,94,19,75,83.19,-5.64,3,0,3,100,12.5,5.78,1.11,4.67,83.89,-5.71,2,0,-2,23,20.57,2.03,1.82,0,106.38,91.43,25.6,39.7,87.74,36.32,12.38
"ALEX.GOLIGOSKI","2007-2017","PIT/DAL/ARI","D",642,1894.91,20,84,104,64,3.29,2.03,86.4,2.74,2964,426,2538,87.43,0.24,186,19,167,90.73,5.5,195.09,28.5,166.59,87.25,-0.08,6,3,-3,547,17.32,20.96,0.66,8.62,105.52,93.6,51.11,50.01,85.67,37.17,11.98
"ALEX.KILLORN","2007-2017","T.B","C",353,741,11,18,29,18,2.35,1.46,26.26,2.13,1072,139,933,88.52,0.82,72,10,62,87.8,-1.23,66,9.24,56.76,87.72,-1.06,15,6,-9,174,14.09,15.06,1.22,9.91,102.23,93.04,38.48,43.44,84.59,36.84,12.12
"ALEX.KOVALEV","2007-2017","MTL/OTT/PIT/FLA","R",320,1117.91,36,63,99,66,5.31,3.54,80.05,4.3,1908,254,1654,88.25,1.99,146,10,136,93.59,2.33,132.06,15.32,116.74,89.61,1.12,16,8,-8,391,20.99,25.38,1.36,17.82,108.24,94.49,55.01,48.92,85.98,37.29,12.31
"ALEX.OVECHKIN","2007-2017","WSH","L",756,3411.85,174,136,310,242,5.45,4.26,300.76,5.29,6385,736,5649,89.66,8.62,514,54,460,90.49,6.43,438.12,52.37,385.75,89.32,7.82,29,15,-14,2330,40.97,120.05,2.11,15.03,104.27,94.98,84.45,54.01,83.13,38.41,12.15
"ALEX.PICARD","2007-2017","T.B/PHI/CBJ/OTT/CAR/MTL/PIT","D/D/L",211,338.67,10,9,19,12,3.37,2.13,17.1,3.03,510,68,442,88.24,1.23,41,3,38,93.18,2.44,35.18,3.59,31.59,90.74,1.96,1,0,-1,104,18.43,5.82,1.03,18.18,107.48,91.89,26.81,45.69,84.74,35.45,12.53
"ALEX.PIETRANGELO","2007-2017","STL","D",539,1422.74,22,77,99,58,4.18,2.45,82.68,3.49,2194,240,1954,90.14,0.76,165,11,154,93.75,3.8,145.61,14.56,131.05,90.91,1.6,5,0,-5,517,21.8,20.09,0.85,9.05,107.81,94.11,51.17,44.36,88.49,36.93,11.73
"ALEX.RADULOV","2007-2017","NSH/MTL","R",165,471.34,10,13,23,20,2.93,2.55,19.82,2.52,640,100,540,86.49,2.67,48,8,40,85.71,-0.82,36.38,5.15,31.23,87.6,1.68,3,3,0,78,9.93,6.31,0.8,20.83,102.31,92.69,49.15,47.65,84.24,37.93,12.83
"ALEX.SEMIN","2007-2017","WSH/CAR/MTL","L/L/R/R",519,1645.1,44,85,129,94,4.7,3.43,108.54,3.96,3042,358,2684,89.47,2.23,217,27,190,88.93,3.57,221.58,26.47,195.11,89.33,2.72,20,11,-9,651,23.74,42.65,1.56,14.67,102.32,95.74,56.75,56.59,87.44,38,12.29
"ALEX.STEEN","2007-2017","TOR/STL","C/C/L/L",660,1737.93,38,96,134,92,4.63,3.18,118.25,4.08,2976,323,2653,90.21,1.5,219,21,198,91.25,1.21,189.89,19.81,170.08,90.55,-0.13,14,11,-3,804,27.76,36.65,1.27,10.13,103.15,96.1,47.18,46.88,87.75,38.11,11.67
"ALEX.SULZER","2007-2017","NSH/FLA/VAN/BUF","D",131,73.81,0,4,4,2,3.25,1.63,3.42,2.78,95,18,77,84.07,-4.77,4,1,3,80,-10.14,6.53,1.15,5.38,85.03,-5.96,0,0,0,17,13.82,0.74,0.6,0,98.68,85.71,10.24,35.69,87.5,34.85,12.67
"ALEX.TANGUAY","2007-2017","CGY/MTL/T.B/COL/ARI","L",557,1566.43,19,84,103,70,3.95,2.68,77.2,2.96,2338,368,1970,86.4,-1.12,177,20,157,89.85,-3.93,160.82,21.89,138.93,88.02,-0.84,22,3,-19,277,10.61,19.43,0.74,12.5,105.09,93.73,47.79,47.45,86.75,37.1,11.93
"ALEX.WENNBERG","2007-2017","CBJ","C",217,449.16,4,35,39,23,5.21,3.07,29.11,3.89,722,95,627,88.37,0.91,63,6,57,91.3,1.14,63.62,6.6,57.02,90.6,2.91,2,2,0,96,12.82,7.62,1.02,7.41,104.07,96.17,43.84,51.68,85.91,40.32,11.57
"ANDERS.ERIKSSON","2007-2017","CGY/ARI/NYR","D",81,144.32,1,5,6,3,2.49,1.25,4.57,1.9,200,32,168,86.21,-1.24,13,2,11,86.67,-0.29,13.5,1.39,12.11,90.66,-0.45,1,0,-1,26,10.81,1,0.42,9.09,97.68,86.36,27.62,43.48,85.2,36.85,12.88
"ANDERS.LEE","2007-2017","NYI","C",261,616.76,24,13,37,32,3.6,3.11,34.87,3.39,1018,119,899,89.53,0.72,76,7,69,91.57,5.63,80.01,8.9,71.11,89.99,1.89,10,2,-8,182,17.71,26.06,2.54,18.6,104.21,95.97,49.06,52.67,88.95,38.67,11.59
"ANDREAS.ATHANASIOU","2007-2017","DET","C",101,76.05,1,3,4,1,3.16,0.79,2.99,2.36,119,22,97,84.4,-4.06,11,3,8,78.57,-6.21,8.25,1.67,6.58,83.17,-5.19,0,1,1,20,15.78,1.15,0.91,16.67,100.89,93.1,14.76,38.34,86.77,36.62,12.02
"ANDRE.BENOIT","2007-2017","OTT/COL/BUF/STL","D",181,330,2,10,12,7,2.18,1.27,11.63,2.11,461,72,389,86.49,0.23,29,4,25,87.88,-7.64,35.89,3.7,32.19,90.65,2.12,2,0,-2,87,15.82,3.38,0.61,3.85,102.33,88.77,36.73,43.01,84.3,36.65,12.24
"ANDRE.BURAKOVSKY","2007-2017","WSH","L",195,217.25,4,9,13,6,3.59,1.66,10.3,2.84,350,50,300,87.5,-2.29,21,2,19,91.3,-2.81,19.03,2.81,16.22,87.13,-3.62,2,2,0,45,12.43,3.53,0.97,14.81,105.76,89.73,24.18,43.21,87.34,36.21,11.8
"ANDREI.KASTSITSYN","2007-2017","MTL","L",67,189.24,8,3,11,11,3.49,3.49,10.47,3.32,310,47,263,86.83,0.05,24,2,22,92.31,-5.13,19.09,2.33,16.76,89.12,-2.76,0,0,0,51,16.17,5.34,1.69,25.81,107.22,94.7,41.46,54.49,84.9,38.11,14.06
"ANDREI.KOSTITSYN","2007-2017","MTL/NSH","L",292,675.3,24,19,43,34,3.82,3.02,36.12,3.21,1075,157,918,87.26,1.73,83,10,73,89.25,0.27,75.69,8.54,67.15,89.86,3.24,11,4,-7,192,17.06,19.44,1.73,25,103.84,94.18,40.88,48.02,85.69,36.31,12.35
"ANDREI.LOKTIONOV","2007-2017","L.A/N.J/CAR","C",155,189.56,4,7,11,9,3.48,2.85,9.06,2.87,264,43,221,85.99,-3.74,18,3,15,85.71,-5.46,15.99,2.81,13.18,85.05,-5.23,1,1,0,39,12.34,2.59,0.82,20,100.96,96.05,21.92,44,88.29,36.66,12.96
"ANDREI.MARKOV","2007-2017","MTL","D",573,2264.55,38,141,179,121,4.74,3.21,144.72,3.83,3845,548,3297,87.53,2,303,27,276,91.82,7.66,265.66,33.54,232.12,88.79,1.55,9,3,-6,723,19.16,31.33,0.83,11.48,107.79,95.57,67.84,48.93,84.91,38.8,11.87
"ANDREI.ZYUZIN","2007-2017","CHI","D",31,59.59,1,1,2,2,2.01,2.01,1.91,1.92,66,18,48,78.57,-7.79,4,1,3,80,-8.89,5.14,1.42,3.72,78.35,-12.03,3,0,-3,22,22.15,1.17,1.18,8.33,102.86,90.48,26.79,38.05,83.19,36.59,12.95
"ANDREJ.MESZAROS","2007-2017","OTT/T.B/PHI/BOS/BUF","D",474,941.73,15,25,40,31,2.55,1.98,41.05,2.62,1347,238,1109,84.98,-2.71,83,12,71,87.37,-1.77,93.17,12.38,80.79,88.27,-0.29,9,3,-6,354,22.55,13.07,0.83,8.52,103.05,89.77,32.34,42.25,85.29,34.92,13.21
"ANDREJ.NESTRASIL","2007-2017","DET/CAR","C",128,152.79,4,3,7,4,2.75,1.57,6.76,2.65,261,20,241,92.88,1.12,17,2,15,89.47,-1.44,17.89,1.06,16.83,94.41,2.76,1,3,2,41,16.1,4.07,1.6,16.67,93.71,93.38,23.94,43.29,89.93,38.15,11.96
"ANDREJ.SEKERA","2007-2017","BUF/CAR/L.A/EDM","D",641,1162.85,11,49,60,38,3.1,1.96,55.01,2.84,1888,258,1630,87.98,-0.01,109,17,92,86.51,-0.51,129.32,18.46,110.86,87.51,-0.47,3,2,-1,465,23.99,12.62,0.65,5.39,101.57,91.37,32.72,41.92,87.07,36.57,12.33
"ANDREW.BRUNETTE","2007-2017","COL/MIN/CHI","L",404,1200.53,41,44,85,71,4.25,3.55,71.53,3.57,1779,232,1547,88.46,1.66,158,10,148,94.05,10.18,122.39,13.97,108.42,89.76,1.6,6,6,0,220,11,29.14,1.46,25.62,108.81,95.26,49.18,48.28,85.23,37.7,11.96
"ANDREW.COGLIANO","2007-2017","EDM/ANA","C",786,560.26,9,19,28,22,3,2.36,22.75,2.44,676,145,531,82.34,-6.72,46,10,36,82.14,-7.77,45.34,8.35,36.99,84.45,-5.7,3,1,-2,96,10.28,10.59,1.13,16.36,101.09,88.39,12.88,39.55,86.54,34.38,12.49
"ANDREW.EBBETT","2007-2017","ANA/CHI/MIN/ARI/VAN/PIT","C",224,168.11,9,8,17,13,6.07,4.64,14.13,5.04,276,35,241,88.75,-0.57,25,2,23,92.59,0.7,17.27,1.83,15.44,90.42,0.23,2,0,-2,50,17.85,4.35,1.55,28.12,106.14,92.36,13.31,41.55,87.32,34.83,12.02
"ANDREW.FERENCE","2007-2017","BOS/EDM","D",459,307.53,1,12,13,6,2.54,1.17,11.62,2.27,443,65,378,87.2,-0.14,30,6,24,83.33,-6.18,25.83,3.75,22.08,87.32,-0.8,2,0,-2,102,19.9,3.31,0.65,2.08,98.7,88.45,12.65,38.76,85.39,34.59,12.92
"ANDREW.GREENE","2007-2017","N.J","D",53,107.18,2,3,5,4,2.8,2.24,4.85,2.72,163,20,143,89.07,-3.16,10,2,8,83.33,-7.97,10.5,1,9.5,91.3,-2.19,0,0,0,40,22.39,1.31,0.73,11.11,94.49,92.65,30.34,35.88,89.86,35.35,13.76
"ANDREW.LADD","2007-2017","CAR/CHI/ATL/WPG/NYI","L",749,1595.53,43,46,89,62,3.35,2.33,76.52,2.88,2653,306,2347,89.66,1.28,164,24,140,87.23,-4.24,183.45,21.93,161.52,89.32,0.75,21,10,-11,409,15.38,47.89,1.8,18.3,100.69,94.19,38.49,50.55,86.49,38.12,11.84
"ANDREW.MACDONALD","2007-2017","NYI/PHI","D",472,770.36,6,28,34,21,2.65,1.64,29.71,2.31,1097,152,945,87.83,-1.76,75,10,65,88.24,-2.16,79.62,10.2,69.42,88.64,-1.12,6,0,-6,259,20.17,8.84,0.69,6.12,102.86,92.64,29.77,43.85,87.37,36.87,12.77
"ANDREW.MURRAY","2007-2017","CBJ/S.J/STL","C",220,57,1,0,1,1,1.05,1.05,1.18,1.24,59,13,46,81.94,-7.81,2,1,1,66.67,-22.62,3.56,0.98,2.58,78.41,-12.94,1,1,0,9,9.47,0.75,0.79,16.67,94.44,89.8,4.28,33.37,86.77,32.8,13.15
"ANDREW.SHAW","2007-2017","CHI/MTL","C",390,861.26,17,18,35,26,2.44,1.81,28.13,1.96,1394,168,1226,89.24,0.61,94,11,83,89.52,0.81,82.69,10.95,71.74,88.31,0.21,22,8,-14,132,9.2,19.72,1.37,20,103.27,97.57,44.31,49.92,87.89,37.55,11.7
"ANDY.GREENE","2007-2017","N.J","D",628,850.26,12,34,46,29,3.25,2.05,37.88,2.67,1170,177,993,86.86,-1.39,90,16,74,84.91,-2.59,80.25,11.94,68.31,87.05,0.12,8,0,-8,230,16.23,8.45,0.6,11.76,99.42,91.91,26.26,44.13,86.41,36.16,12.42
"ANDY.HILBERT","2007-2017","NYI/MIN","C",136,81.11,1,3,4,2,2.96,1.48,3.44,2.54,96,18,78,84.21,-2.58,5,0,5,100,18.09,6.57,1.52,5.05,81.21,-5.56,0,1,1,19,14.05,1.3,0.96,9.09,110,86.89,9.3,38.47,85.45,33.84,12.7
"ANDY.MCDONALD","2007-2017","ANA/STL","C",325,1065.5,24,61,85,52,4.79,2.93,69.24,3.9,1704,202,1502,89.4,-0.05,130,19,111,87.25,-6.5,117.91,11.51,106.4,91.11,0.13,6,5,-1,285,16.05,24.5,1.38,13.71,99.14,96.37,54.86,47.89,87.63,37.33,11.93
"ANDY.SUTTON","2007-2017","NYI/OTT/ANA/EDM","D",238,68.95,0,2,2,1,1.74,0.87,2.53,2.2,95,11,84,89.62,2.21,3,0,3,100,12.79,6.62,0.47,6.15,93.37,5.06,1,1,0,27,23.5,0.91,0.79,0,105.36,91.94,4.77,38.91,84.35,33.35,14.02
"ANSSI.SALMELA","2007-2017","N.J/ATL","D",112,96.76,1,0,1,1,0.62,0.62,2.4,1.49,152,14,138,91.57,2.99,4,0,4,100,16.92,8.73,0.37,8.36,95.93,7,0,0,0,41,25.42,1.33,0.82,5,104.71,91.67,14.97,44.92,89.75,36.2,12.22
"ANTHONY.DEANGELO","2007-2017","ARI","D",39,95.29,2,6,8,4,5.04,2.52,6.43,4.05,150,22,128,87.21,3.74,14,1,13,93.33,18.33,9.51,1.1,8.41,89.63,3.31,0,1,1,26,16.37,1.06,0.67,13.33,111.93,95.51,55.1,44.26,86.21,38.93,11.97
"ANTHONY.DUCLAIR","2007-2017","NYR/ARI","L",157,324.24,8,7,15,10,2.78,1.85,13.23,2.45,505,72,433,87.52,-0.88,28,6,22,82.35,0.92,34.08,4.38,29.7,88.61,1.91,5,1,-4,83,15.36,9.77,1.81,16.33,99.38,93.57,38.2,48.54,87.1,36.4,11.54
"ANTHONY.MANTHA","2007-2017","DET","R",70,132.67,3,2,5,5,2.26,2.26,4.72,2.13,185,21,164,89.81,3.75,12,2,10,85.71,0.53,12.56,0.78,11.78,94.15,7.02,0,0,0,29,13.12,2.09,0.95,21.43,98.41,94.29,38.29,43.95,86.89,37.45,11.34
"ANTHONY.STEWART","2007-2017","FLA/ATL/CAR","C/R/C/R",242,134.6,5,7,12,10,5.35,4.46,10.49,4.68,189,41,148,82.17,-5.37,16,0,16,100,9.59,14.25,2.23,12.02,86.47,-2.73,0,2,2,39,17.38,4.69,2.09,20.83,114.41,92.47,9.88,44.36,85.08,34.17,12.72
"ANTOINE.ROUSSEL","2007-2017","DAL","L",340,164.13,0,7,7,4,2.56,1.46,5.27,1.93,238,41,197,85.3,-1.74,10,3,7,76.92,-9.09,15.42,3.1,12.32,83.26,-2.22,2,1,-1,30,10.97,3.8,1.39,0,98.54,90.42,8.66,41.38,86.14,35.9,11.31
"ANTOINE.VERMETTE","2007-2017","OTT/CBJ/ARI/CHI/ANA","C",758,1724.25,43,59,102,70,3.55,2.44,86.88,3.02,2756,362,2394,88.39,-0.58,185,29,156,86.45,-2.26,176.91,23.15,153.76,88.43,-0.88,20,8,-12,340,11.83,39.19,1.36,20.28,101.74,93.61,39.85,47.68,87.42,36.82,11.64
"ANTON.BABCHUK","2007-2017","CAR/CGY","D",192,454.05,16,15,31,26,4.1,3.44,30.04,3.97,746,135,611,84.68,-2.94,48,6,42,88.89,-0.91,47.88,8.15,39.73,85.45,-5.58,1,1,0,221,29.2,8.23,1.09,16.16,104.94,90.6,37.8,42.58,86.54,35.01,12.41
"ANTON.BELOV","2007-2017","EDM","D",57,74.47,0,2,2,1,1.61,0.81,1.97,1.59,111,12,99,90.24,3.68,6,1,5,85.71,9.24,8.67,0.99,7.68,89.75,2.37,1,0,-1,28,22.56,0.74,0.6,0,96.46,94,23.58,40.95,83.41,36.77,11.63
"ANTON.LANDER","2007-2017","EDM","C",215,164.31,4,4,8,6,2.92,2.19,7.4,2.7,239,42,197,85.05,-2.66,18,2,16,90,1.67,16.81,2.54,14.27,86.87,-0.32,0,0,0,32,11.69,5.1,1.86,16.67,104.9,95.59,14.93,44.12,87.15,36.58,11.24
"ANTON.STRALMAN","2007-2017","TOR/CBJ/NYR/T.B","D",619,1246.16,8,66,74,34,3.56,1.64,58.3,2.81,1812,238,1574,88.39,0.21,127,20,107,86.39,-1.28,117.95,15.48,102.47,88.4,-0.79,8,6,-2,329,15.84,12.07,0.58,5.23,100.21,95.1,35.39,45.24,87.51,37.53,11.99
"ANTTI.MIETTINEN","2007-2017","DAL/MIN/WPG","R",370,824.63,24,27,51,38,3.71,2.76,43.22,3.14,1257,166,1091,88.33,1.09,101,15,86,87.07,0.44,82.07,10.31,71.76,88.84,0.98,14,3,-11,219,15.93,18.59,1.35,18.05,101.97,95.36,38.27,49.75,86.43,37.83,11.99
"ANZE.KOPITAR","2007-2017","L.A","C",768,2527.36,71,163,234,145,5.56,3.44,190.57,4.52,4578,418,4160,91.63,3.63,310,24,286,92.81,-1.49,313.59,25.48,288.11,92.49,4.37,10,10,0,822,19.51,56.63,1.34,16.03,103.59,96.15,56.81,52.18,86.76,38.76,11.48
"ARRON.ASHAM","2007-2017","N.J/PHI/PIT/NYR","R",362,87.96,0,1,1,0,0.68,0,1.09,0.74,133,11,122,92.36,2.86,2,1,1,66.67,-27.25,8.56,0.63,7.93,93.14,2.75,3,2,-1,14,9.55,1.42,0.97,0,83.03,87.67,4.13,36.11,87.98,34.38,13.2
"ARTEM.ANISIMOV","2007-2017","NYR/CBJ/CHI","C",552,949.49,21,22,43,31,2.72,1.96,41.97,2.65,1426,177,1249,88.96,1.32,103,7,96,93.64,1.49,100.26,10,90.26,90.93,0.89,4,8,4,262,16.56,29.66,1.87,13.21,106.27,91.35,32.32,47.04,87.22,37.14,12.13
"ARTEMI.PANARIN","2007-2017","CHI","C",162,473.95,17,23,40,32,5.06,4.05,33.13,4.19,734,82,652,89.95,3.49,66,7,59,90.41,-2.45,51.65,5.33,46.32,90.65,1.85,1,1,0,129,16.33,9.93,1.26,23.29,102.6,96.37,61.52,56.52,82.89,38.7,10.74
"ARTTURI.LEHKONEN","2007-2017","MTL","L",73,65.05,1,2,3,1,2.77,0.92,2.64,2.44,84,20,64,80.77,-4.32,9,0,9,100,20,5.28,1.1,4.18,82.76,-2.82,0,0,0,13,11.99,1.58,1.46,11.11,119.15,94.74,19.82,40.11,85.06,34.68,12.27
"AUSTIN.CZARNIK","2007-2017","BOS","C",49,83.53,0,3,3,3,2.15,2.15,2.92,2.1,143,15,128,90.51,-0.01,7,1,6,87.5,0.54,7.87,1.03,6.84,88.43,-1.27,0,0,0,24,17.24,1.22,0.88,0,101.96,96.49,32.99,37.88,88.02,35.44,11.96
