"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"BILL.THOMAS","2007-2017","FLA","R",30,255.54,5,3,8,6,1.88,1.41,9.98,2.34,214,214,0,50,3.54,8,10,-2,44.44,-2.71,7.91,9.11,-1.2,46.47,-0.81,3,4,1,62,14.56,2.88,0.68,12.2,98.6,46.76,14.34,27.24,49.37,28.87,51.23
"B.J..CROMBEEN","2007-2017","DAL/STL/T.B/ARI","R",445,4988.89,34,46,80,58,0.96,0.7,69.72,0.84,3735,4877,-1142,43.37,-7.61,127,213,-86,37.35,-15.4,146.55,214.22,-67.67,40.62,-10.75,235,170,-65,989,11.89,43.22,0.52,5.99,98.09,37.93,18.91,30.28,45.97,31.1,54.29
"BLAIR.BETTS","2007-2017","NYR/PHI","C",294,3325.29,20,26,46,35,0.83,0.63,46.33,0.84,1889,3536,-1647,34.82,-20.02,72,158,-86,31.3,-25.09,83.89,178.87,-94.98,31.93,-24.93,28,31,3,467,8.43,26.17,0.47,7.12,97.82,25.15,18.82,30.2,42.78,Inf,59.76
"BLAIR.JONES","2007-2017","T.B/CGY/PHI","C",112,1168.14,6,8,14,11,0.72,0.57,17.71,0.91,924,1062,-138,46.53,-1.77,22,48,-26,31.43,-19.58,40.87,46.75,-5.88,46.64,-3.44,23,30,7,229,11.76,12.22,0.63,4.29,95.35,44.55,17.64,Inf,47.22,Inf,51.41
"BLAKE.COLEMAN","2007-2017","N.J","C",23,295.46,1,1,2,2,0.41,0.41,0.05,0.01,187,275,-88,40.48,-9.41,3,18,-15,14.29,-31.77,9.14,12.27,-3.13,42.69,-5.24,11,7,-4,46,9.34,2.88,0.58,3.45,91.34,35.06,21.74,28.93,44.91,29.87,53.25
"BLAKE.COMEAU","2007-2017","NYI/CGY/CBJ/PIT/COL","L",636,9712.52,108,143,251,195,1.55,1.2,239.34,1.48,8396,9029,-633,48.18,0.53,367,467,-100,44,-2.64,368.85,440.54,-71.69,45.57,-2.9,178,142,-36,2139,13.21,100.25,0.62,9.47,98.65,46.32,25.38,31.63,47.75,Inf,51.21
"BLAKE.GEOFFRION","2007-2017","NSH/MTL","C",55,551.9,8,5,13,10,1.41,1.09,9.43,1.03,403,515,-112,43.9,-3.56,17,14,3,54.84,0.6,17.58,21.1,-3.52,45.45,-6.36,14,11,-3,100,10.87,4.87,0.53,15.09,102.97,45.11,17,28.02,45.98,28.92,50.55
"BLAKE.PIETILA","2007-2017","N.J","L",17,214.59,1,2,3,3,0.84,0.84,1.29,0.36,139,205,-66,40.41,-6.96,5,10,-5,33.33,-11.83,5.33,10.03,-4.7,34.7,-12.17,3,4,1,33,9.23,1.39,0.39,5.26,97.86,40.87,21.35,29.23,44.31,29.95,53.4
"BLAKE.WHEELER","2007-2017","BOS/ATL/WPG","R",696,12495.76,199,315,514,412,2.47,1.98,571.7,2.75,13472,10642,2830,55.87,7.53,725,554,171,56.68,9.53,702.17,538.1,164.07,56.61,9.96,201,178,-23,3111,14.94,194.23,0.93,11.01,100.7,59.8,29.62,Inf,53.26,32.12,47.95
"BOBBY.ALLEN","2007-2017","BOS","D",18,187.95,0,0,0,0,0,0,1.44,0.46,145,132,13,52.35,2.57,2,6,-4,25,-20.45,5.85,10.19,-4.34,36.47,-2.14,1,2,1,18,5.75,0.42,0.13,0,95.68,45,16.35,26.79,51.13,Inf,46.56
"BOBBY.BUTLER","2007-2017","OTT/NSH/N.J/FLA","R",130,1609.87,20,29,49,34,1.83,1.27,53.93,2.01,1629,1308,321,55.46,6.8,83,80,3,50.92,2.93,71.52,63.71,7.81,52.89,6.01,16,22,6,361,13.45,17.38,0.65,9.66,99.21,60.41,20.7,32.27,54.82,29.62,45.8
"BOBBY.FARNHAM","2007-2017","PIT/N.J/MTL","R",67,597.36,8,2,10,9,1,0.9,7.27,0.73,384,505,-121,43.19,-3.85,13,15,-2,46.43,-1.57,15.57,19.81,-4.24,44.01,-3.52,33,37,4,104,10.45,5.35,0.54,13.33,100.26,46.57,15.32,27.53,46.77,27.95,50
"BOBBY.HOLIK","2007-2017","ATL/N.J","C",67,705.63,7,6,13,9,1.11,0.77,15.99,1.36,637,541,96,54.07,1.97,19,18,1,51.35,-2.83,28.58,23.88,4.7,54.48,-0.86,38,12,-26,137,11.65,7.08,0.6,7.78,99.53,51.08,17.75,29.72,49.88,28.64,48.19
"BOBBY.RYAN","2007-2017","ANA/OTT","R",669,11565.2,223,248,471,377,2.44,1.96,492.84,2.56,12047,9615,2432,55.61,9.49,699,481,218,59.24,14.42,600.86,467.8,133.06,56.23,10.91,152,228,76,3076,15.96,174.14,0.9,12.76,101.93,63.51,28.51,35.22,54.18,Inf,45.85
"BOBBY.SANGUINETTI","2007-2017","NYR/CAR","D",45,639.34,2,4,6,5,0.56,0.47,18.24,1.71,706,571,135,55.29,6.01,23,31,-8,42.59,-0.26,32.95,30.15,2.8,52.22,5.78,4,9,5,114,10.7,2.39,0.22,3.45,96.22,56.04,23.78,28.06,49.57,30.07,50.75
"BO.HORVAT","2007-2017","VAN","C",231,3699.43,49,67,116,91,1.88,1.48,95.83,1.55,3045,3813,-768,44.4,-5,157,227,-70,40.89,-8.05,151.93,206.38,-54.45,42.4,-4.71,29,37,8,672,10.9,50.32,0.82,12.1,98.93,41.84,26.5,31.23,48.23,31.89,51.2
"BOONE.JENNER","2007-2017","CBJ","C",267,4242.65,73,56,129,108,1.82,1.53,144.37,2.04,4056,4013,43,50.27,2.45,199,176,23,53.07,2.25,215.54,193.88,21.66,52.65,3.62,73,89,16,1070,15.13,75.52,1.07,11.3,100.64,48.98,26.55,32.09,52.22,30.97,48.5
"BORIS.VALABIK","2007-2017","ATL","D",80,1183.25,0,7,7,4,0.35,0.2,0.31,0.02,868,1236,-368,41.25,-7.76,34,66,-32,34,-17.74,37.72,63.43,-25.71,37.29,-11.89,70,42,-28,107,5.43,1.52,0.08,0,97.44,33.44,24.89,28.29,43.35,31.35,54.75
"BORNA.RENDULIC","2007-2017","COL/VAN","C",15,130.84,1,1,2,2,0.92,0.92,0.68,0.31,102,120,-18,45.95,2.95,6,7,-1,46.15,-6.08,3.46,5.76,-2.3,37.53,-5.03,3,0,-3,15,6.88,1,0.46,12.5,99.95,56.04,14.76,30.65,44.96,28.86,49.56
"BOYD.DEVEREAUX","2007-2017","TOR","C",84,1181.35,13,16,29,23,1.47,1.17,27.41,1.39,909,1198,-289,43.14,-8.35,42,70,-28,37.5,-11.45,37.92,65.96,-28.04,36.5,-15.5,13,13,0,202,10.26,9.53,0.48,10.66,97.32,43.12,23.21,30.92,45.96,32.21,55.65
"BOYD.GORDON","2007-2017","WSH/ARI/EDM/PHI","R/C/C",569,7867.48,47,75,122,90,0.93,0.69,134.64,1.03,5271,8494,-3223,38.29,-14.64,202,420,-218,32.48,-21.56,239.79,420.34,-180.55,36.32,-16.97,58,57,-1,1089,8.31,61.26,0.47,7.08,97.39,24.15,22.91,Inf,44.31,33.46,57.58
