"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"MATTIAS.OHLUND","2007-2017","VAN/T.B","D",273,5886.37,15,47,62,37,0.63,0.38,55.21,0.56,4603,5726,-1123,44.56,-7.35,243,275,-32,46.91,-5.15,225.04,270.9,-45.86,45.38,-8.26,136,43,-93,771,7.86,20.96,0.21,4.11,100.36,42.64,35.31,Inf,49.04,Inf,52.83
"MATTIAS.RITOLA","2007-2017","DET/T.B","C",43,436.14,4,5,9,8,1.24,1.1,12.98,1.79,395,331,64,54.41,2.16,11,20,-9,35.48,-12.56,17.02,14.03,2.99,54.81,2.19,7,8,1,102,14.03,5.11,0.7,5.97,93.86,56.22,17.09,28.8,54.67,29.35,46.16
"MATTIAS.TEDENBY","2007-2017","N.J","L",120,1376.11,10,20,30,24,1.31,1.05,31.75,1.38,1129,997,132,53.1,2.12,46,57,-11,44.66,-4.32,51,44.09,6.91,53.63,2.47,22,37,15,232,10.12,14.83,0.65,6.94,97.38,57.35,19.28,30.89,55.11,29.11,47.22
"MATT.IRWIN","2007-2017","S.J/BOS/NSH","D",225,3951.53,18,37,55,36,0.84,0.55,93.82,1.42,3957,3602,355,52.35,-0.1,182,149,33,54.98,2.88,175.35,147.03,28.32,54.39,-0.02,37,29,-8,868,13.18,17.29,0.26,4.34,100.8,53.08,29.17,28.19,53.09,29.66,48.78
"MATT.JONES","2007-2017","ARI","D",45,655.17,0,2,2,0,0.18,0,-5.38,-0.49,450,717,-267,38.56,-13.46,16,38,-22,29.63,-22.88,20.55,32.67,-12.12,38.61,-14.76,5,3,-2,48,4.4,1.28,0.12,0,96.16,33.55,24.28,28.01,47.61,30.4,54.16
"MATT.KASSIAN","2007-2017","MIN/OTT","L",76,397.19,4,1,5,5,0.76,0.76,3.54,0.53,327,371,-44,46.85,-2.8,10,14,-4,41.67,-6.33,12.73,12.09,0.64,51.29,2.95,37,34,-3,56,8.46,3.59,0.54,12.5,99.05,60.62,8.98,27.29,49.15,26.65,48.91
"MATT.LASHOFF","2007-2017","BOS/T.B/TOR","D",62,924.79,1,11,12,4,0.78,0.26,6.71,0.44,779,828,-49,48.48,0.67,31,34,-3,47.69,-4.31,37.49,44.32,-6.83,45.83,1.34,18,6,-12,103,6.68,2.46,0.16,2.17,100.08,56.57,25.16,Inf,52.56,Inf,46.28
"MATT.MARTIN","2007-2017","NYI/TOR","L",520,5748.41,47,50,97,83,1.01,0.87,86.94,0.91,4626,5510,-884,45.64,-5.05,171,246,-75,41.01,-9.53,214.24,258.17,-43.93,45.35,-7.04,218,192,-26,1044,10.9,67.1,0.7,7.5,98.23,42.22,18.64,28.65,47.1,Inf,51.11
"MATT.MOULSON","2007-2017","L.A/NYI/BUF/MIN","L",635,10361.02,176,192,368,290,2.13,1.68,352.88,2.04,10630,8840,1790,54.6,11.24,565,397,168,58.73,18.98,588.98,404.95,184.03,59.26,16.52,60,102,42,2344,13.57,185.09,1.07,12.29,101.09,63.06,27.05,35.46,52.08,31.22,45.14
"MATT.NIETO","2007-2017","S.J/COL","L",245,3564.45,33,42,75,55,1.26,0.93,92.97,1.56,3311,3350,-39,49.71,-2.87,110,170,-60,39.29,-12.46,143.95,153.45,-9.5,48.4,-6.15,25,37,12,648,10.91,43.24,0.73,8.29,96.71,47.47,24.3,30.74,49.87,30.89,51.52
"MATT.NISKANEN","2007-2017","DAL/PIT/WSH","D",732,15043.56,49,209,258,139,1.03,0.55,340.04,1.36,14285,12262,2023,53.81,4.42,707,561,146,55.76,3.57,647.63,574.25,73.38,53,2.78,176,65,-111,2623,10.46,58.46,0.23,4.21,100.84,54.06,33.89,Inf,51.77,Inf,49.48
"MATT.PELECH","2007-2017","CGY/S.J","D/R",13,108.03,1,2,3,1,1.67,0.56,2.77,1.54,101,86,15,54.01,-2.26,5,3,2,62.5,8.53,3.64,3.97,-0.33,47.83,-14.11,9,6,-3,17,9.44,0.59,0.33,14.29,104.55,58.73,14.36,27.58,53.6,28.33,47.74
"MATT.PETTINGER","2007-2017","WSH/VAN/T.B","L",144,1910.38,15,15,30,25,0.94,0.79,32.67,1.03,1467,1823,-356,44.59,-6.57,54,88,-34,38.03,-10.86,62.04,86.8,-24.76,41.68,-9.27,26,28,2,339,10.65,17.85,0.56,6.94,98.16,45.43,22.06,Inf,48.38,31.97,53.23
"MATT.PUEMPEL","2007-2017","OTT/NYR","L",79,784.98,10,5,15,12,1.15,0.92,12.43,0.95,718,749,-31,48.94,-0.32,25,30,-5,45.45,-4.39,29.93,30.08,-0.15,49.88,0.13,12,9,-3,158,12.08,10.26,0.78,11.9,99.07,53.59,16.9,29.1,49.71,28.6,48.34
"MATT.READ","2007-2017","PHI","R",418,6993.87,86,100,186,138,1.6,1.18,204.57,1.75,6187,6390,-203,49.19,-2.18,279,306,-27,47.69,-3.77,285.29,312.13,-26.84,47.75,-5.24,38,65,27,1321,11.33,83.19,0.71,11.67,99.64,45.59,27.67,32.11,49.41,32.41,51.97
"MATT.SMABY","2007-2017","T.B","D",122,1659.09,0,4,4,3,0.14,0.11,-1.42,-0.05,1226,1759,-533,41.07,-8.12,51,101,-50,33.55,-14.92,50.74,79.87,-29.13,38.85,-12.79,47,14,-33,149,5.39,2.65,0.1,0,96.95,37.04,22.87,27.81,44.76,31.55,54.9
"MATT.STAJAN","2007-2017","TOR/CGY","C",626,9457.3,86,187,273,199,1.73,1.26,238.63,1.51,8349,9160,-811,47.68,-2.39,416,504,-88,45.22,-3.53,391.22,421.21,-29.99,48.15,-2.08,151,136,-15,1210,7.68,90.01,0.57,12.54,98.63,43.01,25.15,Inf,48.73,Inf,51.68
"MATT.TAORMINA","2007-2017","N.J/T.B","D",59,1016.23,4,7,11,9,0.65,0.53,20.14,1.19,866,729,137,54.29,5.23,33,31,2,51.56,6.15,37.07,30.29,6.78,55.03,5.5,3,8,5,155,9.15,3.52,0.21,5.06,98.75,62.76,28.41,30.05,53.49,29.71,48.14
"MATT.TENNYSON","2007-2017","S.J/CAR","D",105,1439.87,3,16,19,12,0.79,0.5,18.06,0.75,1305,1368,-63,48.82,-3.54,54,64,-10,45.76,-5.28,59.35,68.08,-8.73,46.57,-8.49,12,4,-8,247,10.29,4.77,0.2,2.88,98.94,60.12,23.12,Inf,52.44,28.9,48.7
"MATT.WALKER","2007-2017","STL/CHI/T.B/PHI","D",182,2921.51,4,17,21,12,0.43,0.25,35.03,0.72,2267,2828,-561,44.49,-7.72,97,156,-59,38.34,-15.2,99.92,141.93,-42.01,41.31,-10.51,75,53,-22,387,7.95,6.9,0.14,2.12,97.56,40.37,26.77,Inf,46.3,Inf,54.84
"MAX.DOMI","2007-2017","ARI","C/C/L/L",140,2328.18,27,63,90,70,2.32,1.8,70.63,1.82,2378,2110,268,52.99,9.63,138,103,35,57.26,18.66,119.97,102.5,17.47,53.93,13.25,42,45,3,506,13.04,27.02,0.7,10.27,102.29,62.02,27.6,34.28,53.35,31.09,44.96
"MAX.FRIBERG","2007-2017","ANA","L",6,52.98,0,0,0,0,0,0,-1.18,-1.34,30,52,-22,36.59,-20.38,0,1,-1,0,-50,0.76,1.82,-1.06,29.46,-24.5,1,0,-1,7,7.93,0.12,0.14,0,94.74,54.05,15.04,28.71,50.17,29.11,50.38
"MAXIM.AFINOGENOV","2007-2017","BUF/ATL","R",185,2926.19,40,69,109,77,2.23,1.58,105.76,2.17,3048,2256,792,57.47,10.65,160,146,14,52.29,3.32,142.21,109.07,33.14,56.59,10.07,52,66,14,708,14.52,34.91,0.72,10.34,98.55,60.67,26.18,Inf,56.25,Inf,43.91
"MAXIME.FORTUNUS","2007-2017","DAL","D",9,137.43,0,1,1,0,0.44,0,-0.57,-0.25,110,142,-32,43.65,-3.59,4,11,-7,26.67,-29.74,3.59,7.06,-3.47,33.71,-14.64,2,0,-2,15,6.55,0.23,0.1,0,93.66,64.18,25.85,27.74,46.82,29.75,52.58
"MAXIME.MACENAUER","2007-2017","ANA","C",29,313.63,1,3,4,3,0.77,0.57,0.29,0.06,181,381,-200,32.21,-16.6,5,18,-13,21.74,-23.95,7.69,19.88,-12.19,27.89,-19.32,9,2,-7,22,4.21,1.02,0.2,7.14,96.31,28.93,18.18,31.31,38.79,34.27,60.33
"MAXIM.LAPIERRE","2007-2017","MTL/ANA/VAN/STL/PIT","C",566,6880.34,59,67,126,101,1.1,0.88,92.29,0.8,4852,7051,-2199,40.76,-11.91,190,312,-122,37.85,-18.56,198.78,312.33,-113.55,38.89,-13.91,181,159,-22,1265,11.03,67.38,0.59,7.53,98.65,33.6,20.28,29.11,46.5,Inf,53.71
"MAXIM.NOREAU","2007-2017","MIN","D",6,78.47,0,0,0,0,0,0,0.71,0.54,76,61,15,55.47,10.46,3,4,-1,42.86,4.76,4.75,2.66,2.09,64.1,27.45,0,1,1,15,11.47,0.38,0.29,0,97.14,64.44,21.61,29.35,54.68,30.38,42.56
"MAX.MCCORMICK","2007-2017","OTT","L",27,256.48,2,2,4,2,0.94,0.47,4.43,1.04,239,260,-21,47.9,-1.46,5,13,-8,27.78,-10.93,7.3,10.29,-2.99,41.5,-5.75,11,7,-4,68,15.91,2.58,0.6,4.55,93.7,51.06,16.22,27.91,47.37,28.05,49.42
"MAX.PACIORETTY","2007-2017","MTL","L",562,9820.57,209,200,409,329,2.5,2.01,492.22,3.01,10920,8216,2704,57.07,10.97,578,401,177,59.04,13.19,537.72,390.94,146.78,57.9,12.69,139,139,0,3244,19.82,180.1,1.1,11.41,101.04,61.76,28.86,34.68,52.98,31.8,46.77
"MAX.REINHART","2007-2017","CGY","C",12,117.97,0,2,2,1,1.02,0.51,0.35,0.18,104,120,-16,46.43,-2.71,4,5,-1,44.44,-3.77,3.89,4.33,-0.44,47.32,-0.65,1,0,-1,31,15.77,1.52,0.77,0,102.34,49.18,16.76,28.21,46.42,28.64,50.23
"MAX.TALBOT","2007-2017","PIT/PHI/COL/BOS","C",581,8493.13,73,98,171,138,1.21,0.97,150.02,1.06,6122,9113,-2991,40.18,-11.77,268,436,-168,38.07,-17.14,268.11,442.95,-174.84,37.71,-16.13,150,161,11,1208,8.53,70.99,0.5,9.71,98.82,34.63,24.27,Inf,43.63,32.76,56.7
"MAXWELL.REINHART","2007-2017","CGY","C",11,158.58,1,2,3,3,1.14,1.14,1.88,0.71,113,153,-40,42.48,-4.24,8,11,-3,42.11,-10.53,5.99,6.91,-0.92,46.43,-1.99,2,1,-1,35,13.24,1.75,0.66,3.85,96.67,44.55,24.27,28.81,47.76,31.01,50.81
"MELKER.KARLSSON","2007-2017","S.J","C",184,2542.63,33,31,64,49,1.51,1.16,80.65,1.9,2275,2376,-101,48.91,-3.11,95,102,-7,48.22,-6.74,95.34,106.7,-11.36,47.19,-7.72,26,42,16,472,11.14,31.02,0.73,12.31,99.86,47.64,23.12,30.61,50.26,30.83,51.86
"MICHAEL.BLUNDEN","2007-2017","CHI/CBJ","R",10,73.71,0,0,0,0,0,0,-0.92,-0.75,41,72,-31,36.28,-14.52,2,2,0,50,1.67,1.97,2.76,-0.79,41.65,-9.91,7,5,-2,9,7.33,0.23,0.19,0,104.87,51.35,12.58,28.84,47.39,29.93,51.23
"MICHAEL.BOURNIVAL","2007-2017","MTL/T.B","L",103,997.41,11,9,20,16,1.2,0.96,16.4,0.99,811,989,-178,45.06,-2.93,29,39,-10,42.65,-11.16,29.94,38.11,-8.17,44,-6.67,12,10,-2,202,12.15,10.19,0.61,9.24,98.41,39.37,16.39,28.93,46.76,29.06,51.15
"MICHAEL.CHAPUT","2007-2017","CBJ/VAN","C",126,1309.23,6,11,17,11,0.78,0.5,5.32,0.24,953,1323,-370,41.87,-6.54,30,56,-26,34.88,-11.55,35.96,55.6,-19.64,39.27,-8.29,23,18,-5,181,8.29,10.33,0.47,5.83,98.11,43.48,17.52,28.38,46.19,29.2,51.25
"MICHAEL.DEL ZOTTO","2007-2017","NYR/NSH/PHI","D",484,9995.54,47,140,187,123,1.12,0.74,205.19,1.23,9805,9017,788,52.09,3.35,457,421,36,52.05,2.18,503.31,434.96,68.35,53.64,4.16,100,73,-27,1601,9.61,44.01,0.26,6.44,100.01,58.78,34.04,30.89,52.81,31.12,48.03
"MICHAEL.FROLIK","2007-2017","FLA/CHI/WPG/CGY","C/C/R/R",658,10421.87,127,181,308,218,1.77,1.26,381.46,2.2,10110,9177,933,52.42,3.97,470,435,35,51.93,1.86,459.05,427.97,31.08,51.75,3.11,107,103,-4,2749,15.83,129.88,0.75,7.97,99.7,46.25,26.15,32.59,50.37,Inf,50.09
"MICHAEL.GRABNER","2007-2017","VAN/NYI/TOR/NYR","R",473,6879.46,131,81,212,181,1.85,1.58,234.36,2.04,6007,6889,-882,46.58,-3.78,288,332,-44,46.45,-1.26,312.52,351.53,-39.01,47.06,-4.66,40,77,37,1658,14.46,123.76,1.08,12.46,99.54,38.58,24.05,31.58,46.4,32.28,54.23
"MICHAEL.GRIER","2007-2017","S.J/BUF","R",204,3160.74,20,32,52,38,0.99,0.72,56.52,1.07,2179,3238,-1059,40.23,-14.25,86,151,-65,36.29,-21.72,98.81,155.86,-57.05,38.8,-19.01,19,31,12,500,9.49,25.71,0.49,6.19,98.01,33.74,25.54,30.53,46.31,33.17,56.82
"MICHAEL.KAPLA","2007-2017","N.J","D",5,87.2,0,0,0,0,0,0,1,0.69,77,70,7,52.38,-3.15,2,4,-2,33.33,6.06,3.58,4.27,-0.69,45.61,-3.23,0,0,0,10,6.88,0.11,0.08,0,96.32,69.84,29.15,28.54,49.67,29.23,47.72
"MICHAEL.KNUBLE","2007-2017","PHI","R",76,1442.3,27,24,51,40,2.12,1.66,43.67,1.82,1408,1197,211,54.05,9.9,92,56,36,62.16,16.33,83.31,57.59,25.72,59.13,14.77,32,17,-15,263,10.94,24.05,1,16.36,103.67,55.41,31.52,38.09,53.91,33.15,46.21
"MICHAEL.KOMISAREK","2007-2017","MTL/TOR","D",158,3278.02,6,21,27,16,0.49,0.29,29.33,0.54,2627,3841,-1214,40.62,-11.62,115,190,-75,37.7,-19.51,114.29,186.17,-71.88,38.04,-17.16,109,67,-42,409,7.49,7.85,0.14,4.17,99.02,33.09,34.23,28.56,44.99,Inf,55.5
"MICHAEL.KOSTKA","2007-2017","TOR/CHI/T.B/NYR/OTT","D",85,1535.12,4,16,20,11,0.78,0.43,23.6,0.92,1392,1415,-23,49.59,1.51,71,57,14,55.47,3.69,62,62.5,-0.5,49.8,0.68,19,8,-11,235,9.18,5.81,0.23,3.51,102.28,49.56,30.01,30.23,48.83,30.56,48.99
"MICHAEL.LATTA","2007-2017","WSH","C",113,922.81,4,12,16,12,1.04,0.78,18.93,1.23,731,752,-21,49.29,-0.69,26,24,2,52,-2.44,28.31,29.83,-1.52,48.69,-2.73,30,32,2,114,7.41,5.23,0.34,6.78,100.9,48.84,13.91,27.59,49.08,27.92,49.88
"MICHAEL.MATHESON","2007-2017","FLA","D",84,1758.51,7,10,17,14,0.58,0.48,28.58,0.98,1481,1710,-229,46.41,-7.5,63,81,-18,43.75,-6.25,63.97,81.25,-17.28,44.05,-7.29,19,17,-2,322,10.99,8.13,0.28,3.83,99.27,40.68,34.57,29.15,48.38,31.83,54.06
"MICHAEL.MCCARRON","2007-2017","MTL","R",51,539.61,2,5,7,6,0.78,0.67,5.73,0.64,460,473,-13,49.3,-0.64,13,25,-12,34.21,-10.63,20.04,19.36,0.68,50.86,2.04,23,16,-7,112,12.45,6.65,0.74,2.78,96.06,53,17.9,28.72,52.75,28.59,47.61
"MICHAEL.MERSCH","2007-2017","L.A","L",17,176.47,1,2,3,2,1.02,0.68,2.01,0.68,141,201,-60,41.23,-13.23,5,4,1,55.56,1.93,4.01,8.19,-4.18,32.87,-20.53,1,2,1,33,11.22,1.44,0.49,4.35,103.94,48.51,17.56,29.04,56.15,29.59,50.15
"MICHAEL.MODANO","2007-2017","DAL","C",76,1452.25,19,31,50,33,2.07,1.36,46.74,1.93,1384,1021,363,57.55,9.02,78,61,17,56.12,4.4,72.98,53.99,18.99,57.48,11.15,22,27,5,346,14.3,15.9,0.66,10.33,99.75,58.12,31.63,Inf,56.09,33.5,47.16
"MICHAEL.NYLANDER","2007-2017","WSH","C",112,1776.84,20,50,70,51,2.36,1.72,71.32,2.41,2103,1307,796,61.67,11.56,106,85,21,55.5,7.2,105.09,66.98,38.11,61.07,12.7,27,20,-7,258,8.71,17.68,0.6,12.2,97.99,67.89,26.35,Inf,61.76,30.58,42.9
"MICHAEL.PECA","2007-2017","CBJ","C",136,2208.27,12,43,55,45,1.49,1.22,47.5,1.29,1680,1944,-264,46.36,-6.72,91,114,-23,44.39,-5.82,81.01,92.68,-11.67,46.64,-6.84,53,16,-37,287,7.8,15.59,0.42,7.5,98.9,41.54,26.74,33.83,51.3,33.49,53.83
"MICHAEL.RAFFL","2007-2017","PHI","L",269,3696.66,51,41,92,76,1.49,1.23,131.26,2.13,3655,3200,455,53.32,3.3,144,145,-1,49.83,1.51,153.51,139.95,13.56,52.31,2.78,49,59,10,760,12.34,52.11,0.85,11.86,99.19,55.94,23.03,31.21,49.34,30.37,50.85
"MICHAEL.RUPP","2007-2017","N.J/PIT","C/R/C",296,2683.82,27,25,52,43,1.16,0.96,55.24,1.23,2176,2116,60,50.7,-2.2,87,92,-5,48.6,-3.56,83.88,86.92,-3.04,49.11,-4.7,131,106,-25,511,11.42,23.78,0.53,8.65,99.62,55.23,15.46,28.7,52.54,Inf,48.52
"MICHAEL.RYAN","2007-2017","BUF/CAR","C",62,592.65,4,6,10,8,1.01,0.81,12.92,1.31,445,503,-58,46.94,-4.76,16,22,-6,42.11,-15.09,22.27,21.35,0.92,51.05,-2.24,10,13,3,126,12.76,7.12,0.72,5.19,98.1,51.36,15.83,Inf,47.67,Inf,50.9
"MICHAEL.RYDER","2007-2017","MTL/BOS/DAL/N.J","R",560,8552.76,151,156,307,238,2.15,1.67,324.98,2.28,8733,6817,1916,56.16,8.16,479,287,192,62.53,13.46,406.19,298.93,107.26,57.61,10.53,112,104,-8,2211,15.51,126.67,0.89,12.18,102.88,60.52,25.25,Inf,55.88,Inf,45
"MICHAEL.SAUER","2007-2017","NYR","D",98,1713.06,4,13,17,11,0.6,0.39,24.04,0.84,1426,1632,-206,46.63,-3.28,69,52,17,57.02,3.22,72.88,69.59,3.29,51.15,-4.32,31,20,-11,159,5.57,4.48,0.16,5.71,102.92,46.94,29.06,27.81,46.53,30.41,52.75
"MICHAEL.SGARBOSSA","2007-2017","COL/ANA/FLA","C",48,515.64,2,8,10,7,1.16,0.81,9.38,1.09,444,409,35,52.05,2.79,15,22,-7,40.54,-6.92,17.42,17.35,0.07,50.1,1.7,6,9,3,72,8.38,3.12,0.36,4.88,96.15,52.94,18.11,28.32,50.66,28.64,47.33
"MICHAEL.SILLINGER","2007-2017","NYI","C",52,966.08,13,11,24,23,1.49,1.43,24.84,1.54,840,904,-64,48.17,-1.03,33,51,-18,39.29,-8.03,45.84,50.17,-4.33,47.75,-2.77,13,14,1,158,9.81,10.97,0.68,14.29,96.61,34.03,30.64,Inf,50.2,33.77,52.77
"MICHAEL.STONE","2007-2017","ARI/CGY","D",343,6766.01,26,72,98,70,0.87,0.62,104.47,0.93,6071,6788,-717,47.21,-1.87,255,319,-64,44.43,-1.94,266.46,315.48,-49.02,45.79,-1.67,106,38,-68,1248,11.07,22.81,0.2,4.7,99.35,49.78,32.64,Inf,49.33,Inf,50.95
"MICHAEL.VERNACE","2007-2017","COL/T.B","D",22,322.9,0,1,1,0,0.19,0,-0.12,-0.02,246,300,-54,45.05,-6.03,8,15,-7,34.78,-4.3,10.56,12.06,-1.5,46.68,-5.59,5,0,-5,30,5.57,0.73,0.14,0,96.18,46.1,24.46,27.82,45.92,29.8,52.39
"MICHAEL.YORK","2007-2017","ARI/CBJ","L",64,767.91,6,7,13,10,1.02,0.78,17.22,1.35,767,623,144,55.18,7.35,25,25,0,50,2.69,33.24,25.35,7.89,56.73,10.38,2,12,10,134,10.47,7.2,0.56,6.98,99.35,52.8,20.24,Inf,53.68,29.95,46.06
"MICHAEL.ZALEWSKI","2007-2017","VAN","L",6,67.87,0,2,2,1,1.77,0.88,1.92,1.7,48,48,0,50,0.09,4,1,3,80,32.94,1.88,1.55,0.33,54.81,4.5,0,0,0,9,7.96,0.5,0.44,0,112.32,40,18.91,28.58,49.61,28,48.01
"MICHAEL.ZIGOMANIS","2007-2017","ARI/PIT/TOR","C",63,716.52,4,6,10,5,0.84,0.42,7.45,0.62,449,712,-263,38.67,-12.97,16,43,-27,27.12,-29.02,21.16,30.69,-9.53,40.81,-12.85,12,6,-6,101,8.46,4.84,0.41,6.15,95.11,29.01,18.88,Inf,41.89,33.69,58.74
"MICHAL.HANDZUS","2007-2017","L.A/S.J/CHI","C",492,7990.71,70,113,183,144,1.37,1.08,147.22,1.11,6311,7836,-1525,44.61,-9.11,308,395,-87,43.81,-9.65,303.67,383.07,-79.4,44.22,-10.49,88,90,2,979,7.35,71.64,0.54,11.4,99.64,41.05,26.67,32.86,50.75,Inf,53.1
"MICHAL.JORDAN","2007-2017","CAR","D",79,1205.23,3,3,6,3,0.3,0.15,16.15,0.8,1084,982,102,52.47,-1.35,40,52,-12,43.48,-1.49,43.12,43.73,-0.61,49.65,-2.62,9,10,1,168,8.36,3.51,0.17,3.66,97.07,61.5,25.75,27.17,51.87,28.86,49.23
"MICHAL.KEMPNY","2007-2017","CHI","D",50,748.29,2,5,7,4,0.56,0.32,20.13,1.61,770,663,107,53.73,4.56,28,34,-6,45.16,-6.3,31.16,29.62,1.54,51.27,3.89,11,3,-8,173,13.87,2.53,0.2,2.99,97.51,51.86,25.27,27.91,47.55,29.25,51.18
"MICHAL.REPIK","2007-2017","FLA","R",72,772.92,9,11,20,16,1.55,1.24,25.14,1.95,746,647,99,53.55,6.14,23,26,-3,46.94,3.94,30.32,25.08,5.24,54.73,8.5,20,15,-5,187,14.52,10.81,0.84,7.56,98.09,47.37,18.09,29.16,49.88,29.11,48.46
"MICHAL.ROZSIVAL","2007-2017","NYR/ARI/CHI","D",564,11298.4,35,130,165,91,0.88,0.48,232.8,1.24,10495,9491,1004,52.51,1.48,486,464,22,51.16,-1.45,512.17,475.86,36.31,51.84,0.92,185,84,-101,1339,7.11,34.46,0.18,5.88,99.8,53.95,33.07,Inf,51.96,Inf,50.34
"MICHEAL.FERLAND","2007-2017","CGY","L",173,2048.03,21,27,48,37,1.41,1.08,48.39,1.42,1902,1830,72,50.96,2.19,83,87,-4,48.82,-1.78,88.5,81.12,7.38,52.18,3.29,34,32,-2,424,12.42,27.41,0.8,8.02,99.21,50.26,20.06,30.42,50.38,29.41,48.4
"MICHEAL.HALEY","2007-2017","NYI/NYR/S.J","C",130,1078.75,5,10,15,12,0.83,0.67,4.22,0.23,824,1026,-202,44.54,-6.09,29,36,-7,44.62,-5.13,34.12,44.44,-10.32,43.43,-7.49,88,68,-20,156,8.68,8.37,0.47,6.33,99.61,50.37,14.18,Inf,48.75,27.98,49.64
"MICHEL.OUELLET","2007-2017","T.B/VAN","R",67,901.34,17,19,36,30,2.4,2,45.54,3.03,912,642,270,58.69,11.36,54,24,30,69.23,26.03,42.37,24.7,17.67,63.17,14.48,6,15,9,239,15.91,13.97,0.93,12.59,103.34,60.97,22.54,34.28,54.03,29.87,45.76
"MIIKKA.SALOMAKI","2007-2017","NSH","R",67,803.95,6,5,11,8,0.82,0.6,13.3,0.99,599,740,-141,44.73,-8.48,20,30,-10,40,-15.48,24.41,30.03,-5.62,44.84,-11.25,14,17,3,133,9.93,8.07,0.6,8.82,97.72,27.33,20.32,29.27,46.28,30.94,54.33
"MIKAEL.BACKLUND","2007-2017","CGY","C",461,7401.6,93,134,227,167,1.84,1.35,263.17,2.13,7111,6442,669,52.47,4.74,349,329,20,51.47,3.07,331.51,310.72,20.79,51.62,2.56,76,66,-10,1739,14.1,95.99,0.78,9.33,99.21,44.31,26.58,32.61,49.2,31.89,50.63
"MIKAEL.GRANLUND","2007-2017","MIN","C",321,5673.01,57,143,200,151,2.12,1.6,190.83,2.02,5527,4901,626,53,4.67,296,220,76,57.36,5.94,281.41,200.67,80.74,58.37,7.03,38,69,31,1007,10.65,58.71,0.62,9.95,101.26,55.55,29.15,Inf,53.41,Inf,47.41
"MIKAEL.SAMUELSSON","2007-2017","DET/VAN/FLA","R",386,6115.45,94,120,214,163,2.1,1.6,293.46,2.88,6901,4100,2801,62.73,11.75,358,181,177,66.42,15.29,328.4,177.82,150.58,64.87,15.94,103,111,8,1885,18.49,79.19,0.78,8.44,101.67,62.44,26.25,Inf,59.86,Inf,44.53
"MIKA.PYORALA","2007-2017","PHI","C",36,489.42,2,2,4,3,0.49,0.37,9,1.1,404,391,13,50.82,-1.93,12,21,-9,36.36,-13.64,17.24,18.37,-1.13,48.41,-5.57,5,5,0,74,9.07,4.08,0.5,4.88,95.71,45.69,22.76,30.8,47.15,31.63,53.58
"MIKA.ZIBANEJAD","2007-2017","OTT/NYR","C",337,5382.05,78,108,186,137,2.07,1.53,199.81,2.23,5686,4677,1009,54.87,6.1,289,235,54,55.15,7.11,289.66,224.82,64.84,56.3,8.8,38,87,49,1295,14.44,77,0.86,11.03,100.74,62.61,26.28,Inf,54.29,31.25,46.65
"MIKE.ANGELIDIS","2007-2017","T.B","L",14,104.39,2,0,2,2,1.15,1.15,2.66,1.53,78,77,1,50.32,0.28,3,3,0,50,-0.75,2.7,3.5,-0.8,43.55,-11.87,5,6,1,18,10.35,0.96,0.55,22.22,99.17,46.94,12.82,26.09,48.9,27.65,49.29
"MIKE.BLUNDEN","2007-2017","CBJ/MTL/T.B/OTT","R",107,927.8,7,6,13,12,0.84,0.78,6.09,0.39,631,850,-219,42.61,-7.04,26,27,-1,49.06,-0.11,24.83,31.18,-6.35,44.33,-6.29,32,20,-12,145,9.38,8.1,0.52,7.37,101.45,41.76,14.8,27.41,48.54,28.5,50.6
"MIKE.BROWN","2007-2017","VAN/ANA/TOR/EDM/S.J/MTL","R",407,3350.14,19,15,34,31,0.61,0.56,15.07,0.27,2336,3323,-987,41.28,-8.79,73,148,-75,33.03,-19.1,92.49,131.52,-39.03,41.29,-9.51,199,171,-28,663,11.87,31.86,0.57,5.08,96.99,48.15,14.04,27.67,45.64,29.11,52.49
"MIKE.CAMMALLERI","2007-2017","L.A/CGY/MTL/N.J","C/L/L",619,11436.97,213,240,453,357,2.38,1.87,453,2.38,11405,9207,2198,55.33,10.08,642,474,168,57.53,15.08,583.62,446.9,136.72,56.63,13,120,165,45,2975,15.61,166.27,0.87,12.24,101.08,60.7,30.49,34.84,54.45,31.58,45.43
"MIKE.COMMODORE","2007-2017","CAR/OTT/CBJ/T.B/DET","D",254,4889.18,12,44,56,37,0.69,0.45,55.76,0.68,3763,4826,-1063,43.81,-9.01,184,271,-87,40.44,-11.23,165.99,234.33,-68.34,41.46,-11.18,138,53,-85,682,8.37,13.97,0.17,3.91,98.41,39.05,31.86,Inf,48.07,32.58,54.93
"MIKE.COMRIE","2007-2017","NYI/OTT/EDM/PIT","C",202,3287.53,45,56,101,76,1.84,1.39,81.63,1.49,3239,2775,464,53.86,8.01,157,147,10,51.64,8.34,171.77,129.05,42.72,57.1,12.87,68,65,-3,672,12.26,45,0.82,10.37,98.86,61.66,26.96,Inf,56.16,Inf,43.54
